KODJAZ,AKRCIS,KODCIS,CHODNOTA,ZKRTEXT,TEXT,ADMPLOD,ADMNEPO,MIN_TUPY,MAX_TUPY,MIN_OSTRY,MAX_OSTRY,EXPORT_DWH
"CS","INTERVAL",7700,"410041610042000","<41; 42)","41 až 42 (více nebo rovno 41 a méně než 42)","01.01.1900","09.09.9999",,42,41,,
"CS","INTERVAL",7700,"410041610043000","<41; 43)","41 až 43 (více nebo rovno 41 a méně než 43)","01.01.1900","09.09.9999",,43,41,,
"CS","INTERVAL",7700,"410041799999000","<41; N)","Od 41 (více nebo rovno 41)","01.01.1900","09.09.9999",,99999999999999999999,41,,
"CS","INTERVAL",7700,"410042410042000","<42; 42>","42","01.01.1900","09.09.9999",,,42,42,
"CS","INTERVAL",7700,"410042610043000","<42; 43)","42 až 43 (více nebo rovno 42 a méně než 43)","01.01.1900","09.09.9999",,43,42,,
"CS","INTERVAL",7700,"410042799999000","<42; N)","Od 42 (více nebo rovno 42)","01.01.1900","09.09.9999",,99999999999999999999,42,,
"CS","INTERVAL",7700,"410043410043000","<43; 43>","43","01.01.1900","09.09.9999",,,43,43,
"CS","INTERVAL",7700,"410043610044000","<43; 44)","43 až 44 (více nebo rovno 43 a méně než 44)","01.01.1900","09.09.9999",,44,43,,
"CS","INTERVAL",7700,"410043610045000","<43; 45)","43 až 45 (více nebo rovno 43 a méně než 45)","01.01.1900","09.09.9999",,45,43,,
"CS","INTERVAL",7700,"410043610049000","<43; 49)","43 až 49 (více nebo rovno 43 a méně než 49)","01.01.1900","09.09.9999",,49,43,,
"CS","INTERVAL",7700,"410044410044000","<44; 44>","44","01.01.1900","09.09.9999",,,44,44,
"CS","INTERVAL",7700,"410044610045000","<44; 45)","44 až 45 (více nebo rovno 44 a méně než 45)","01.01.1900","09.09.9999",,45,44,,
"CS","INTERVAL",7700,"410045410045000","<45; 45>","45","01.01.1900","09.09.9999",,,45,45,
"CS","INTERVAL",7700,"410045610046000","<45; 46)","45 až 46 (více nebo rovno 45 a méně než 46)","01.01.1900","09.09.9999",,46,45,,
"CS","INTERVAL",7700,"410045610047000","<45; 47)","45 až 47 (více nebo rovno 45 a méně než 47)","01.01.1900","09.09.9999",,47,45,,
"CS","INTERVAL",7700,"410045610050000","<45; 50)","45 až 50 (více nebo rovno 45 a méně než 50)","01.01.1900","09.09.9999",,50,45,,
"CS","INTERVAL",7700,"410045610055000","<45; 55)","45 až 55 (více nebo rovno 45 a méně než 55)","01.01.1900","09.09.9999",,55,45,,
"CS","INTERVAL",7700,"410045610060000","<45; 60)","45 až 60 (více nebo rovno 45 a méně než 60)","01.01.1900","09.09.9999",,60,45,,
"CS","INTERVAL",7700,"410045610065000","<45; 65)","45 až 65 (více nebo rovno 45 a méně než 65)","01.01.1900","09.09.9999",,65,45,,
"CS","INTERVAL",7700,"410045799999000","<45; N)","Od 45 (více nebo rovno 45)","01.01.1900","09.09.9999",,99999999999999999999,45,,
"CS","INTERVAL",7700,"410046410046000","<46; 46>","46","01.01.1900","09.09.9999",,,46,46,
"CS","INTERVAL",7700,"410046610047000","<46; 47)","46 až 47 (více nebo rovno 46 a méně než 47)","01.01.1900","09.09.9999",,47,46,,
"CS","INTERVAL",7700,"410046610061000","<46; 61)","46 až 61 (více nebo rovno 46 a méně než 61)","01.01.1900","09.09.9999",,61,46,,
"CS","INTERVAL",7700,"410047410047000","<47; 47>","47","01.01.1900","09.09.9999",,,47,47,
"CS","INTERVAL",7700,"410047610048000","<47; 48)","47 až 48 (více nebo rovno 47 a méně než 48)","01.01.1900","09.09.9999",,48,47,,
"CS","INTERVAL",7700,"410047610049000","<47; 49)","47 až 49 (více nebo rovno 47 a méně než 49)","01.01.1900","09.09.9999",,49,47,,
"CS","INTERVAL",7700,"410048410048000","<48; 48>","48","01.01.1900","09.09.9999",,,48,48,
"CS","INTERVAL",7700,"410048610049000","<48; 49)","48 až 49 (více nebo rovno 48 a méně než 49)","01.01.1900","09.09.9999",,49,48,,
"CS","INTERVAL",7700,"410049410049000","<49; 49>","49","01.01.1900","09.09.9999",,,49,49,
"CS","INTERVAL",7700,"410049610050000","<49; 50)","49 až 50 (více nebo rovno 49 a méně než 50)","01.01.1900","09.09.9999",,50,49,,
"CS","INTERVAL",7700,"410049610051000","<49; 51)","49 až 51 (více nebo rovno 49 a méně než 51)","01.01.1900","09.09.9999",,51,49,,
"CS","INTERVAL",7700,"410050410050000","<50; 50>","50","01.01.1900","09.09.9999",,,50,50,
"CS","INTERVAL",7700,"410050610051000","<50; 51)","50 až 51 (více nebo rovno 50 a méně než 51)","01.01.1900","09.09.9999",,51,50,,
"CS","INTERVAL",7700,"410050610055000","<50; 55)","50 až 55 (více nebo rovno 50 a méně než 55)","01.01.1900","09.09.9999",,55,50,,
"CS","INTERVAL",7700,"410050610060000","<50; 60)","50 až 60 (více nebo rovno 50 a méně než 60)","01.01.1900","09.09.9999",,60,50,,
"CS","INTERVAL",7700,"410050610065000","<50; 65)","50 až 65 (více nebo rovno 50 a méně než 65)","01.01.1900","09.09.9999",,65,50,,
"CS","INTERVAL",7700,"410050610070000","<50; 70)","50 až 70 (více nebo rovno 50 a méně než 70)","01.01.1900","09.09.9999",,70,50,,
"CS","INTERVAL",7700,"410050610075000","<50; 75)","50 až 75 (více nebo rovno 50 a méně než 75)","01.01.1900","09.09.9999",,75,50,,
"CS","INTERVAL",7700,"410050610080000","<50; 80)","50 až 80 (více nebo rovno 50 a méně než 80)","01.01.1900","09.09.9999",,80,50,,
"CS","INTERVAL",7700,"410050620100000","<50; 100)","50 až 100 (více nebo rovno 50 a méně než 100)","01.01.1900","09.09.9999",,100,50,,"A"
"CS","INTERVAL",7700,"410050620200000","<50; 200)","50 až 200 (více nebo rovno 50 a méně než 200)","01.01.1900","09.09.9999",,200,50,,
"CS","INTERVAL",7700,"410050620250000","<50; 250)","50 až 250 (více nebo rovno 50 a méně než 250)","01.01.1900","09.09.9999",,250,50,,
"CS","INTERVAL",7700,"410050799999000","<50; N)","Od 50 (více nebo rovno 50)","01.01.1900","09.09.9999",,99999999999999999999,50,,
"CS","INTERVAL",7700,"410051410051000","<51; 51>","51","01.01.1900","09.09.9999",,,51,51,
"CS","INTERVAL",7700,"410051410052000","<51; 52>","51 až 52 (více nebo rovno 51 a méně nebo rovno 52)","01.01.1900","09.09.9999",,,51,52,
"CS","INTERVAL",7700,"410051610052000","<51; 52)","51 až 52 (více nebo rovno 51 a méně než 52)","01.01.1900","09.09.9999",,52,51,,
"CS","INTERVAL",7700,"410051610053000","<51; 53)","51 až 53 (více nebo rovno 51 a méně než 53)","01.01.1900","09.09.9999",,53,51,,
"CS","INTERVAL",7700,"410052410052000","<52; 52>","52","01.01.1900","09.09.9999",,,52,52,
"CS","INTERVAL",7700,"410052610053000","<52; 53)","52 až 53 (více nebo rovno 52 a méně než 53)","01.01.1900","09.09.9999",,53,52,,
"CS","INTERVAL",7700,"410053410053000","<53; 53>","53","01.01.1900","09.09.9999",,,53,53,
"CS","INTERVAL",7700,"410053610054000","<53; 54)","53 až 54 (více nebo rovno 53 a méně než 54)","01.01.1900","09.09.9999",,54,53,,
"CS","INTERVAL",7700,"410053610055000","<53; 55)","53 až 55 (více nebo rovno 53 a méně než 55)","01.01.1900","09.09.9999",,55,53,,
"CS","INTERVAL",7700,"410054410054000","<54; 54>","54","01.01.1900","09.09.9999",,,54,54,
"CS","INTERVAL",7700,"410054610055000","<54; 55)","54 až 55 (více nebo rovno 54 a méně než 55)","01.01.1900","09.09.9999",,55,54,,
"CS","INTERVAL",7700,"410055410055000","<55; 55>","55","01.01.1900","09.09.9999",,,55,55,
"CS","INTERVAL",7700,"410055610056000","<55; 56)","55 až 56 (více nebo rovno 55 a méně než 56)","01.01.1900","09.09.9999",,56,55,,
"CS","INTERVAL",7700,"410055610060000","<55; 60)","55 až 60 (více nebo rovno 55 a méně než 60)","01.01.1900","09.09.9999",,60,55,,
"CS","INTERVAL",7700,"410055610065000","<55; 65)","55 až 65 (více nebo rovno 55 a méně než 65)","01.01.1900","09.09.9999",,65,55,,
"CS","INTERVAL",7700,"410055610075000","<55; 75)","55 až 75 (více nebo rovno 55 a méně než 75)","01.01.1900","09.09.9999",,75,55,,
"CS","INTERVAL",7700,"410055799999000","<55; N)","Od 55 (více nebo rovno 55)","01.01.1900","09.09.9999",,99999999999999999999,55,,
"CS","INTERVAL",7700,"410056410056000","<56; 56>","56","01.01.1900","09.09.9999",,,56,56,
"CS","INTERVAL",7700,"410056610057000","<56; 57)","56 až 57 (více nebo rovno 56 a méně než 57)","01.01.1900","09.09.9999",,57,56,,
"CS","INTERVAL",7700,"410057410057000","<57; 57>","57","01.01.1900","09.09.9999",,,57,57,
"CS","INTERVAL",7700,"410057420128000","<57; 128>","57 až 128 (více nebo rovno 57 a méně nebo rovno 128)","01.01.1900","09.09.9999",,,57,128,
"CS","INTERVAL",7700,"410057610058000","<57; 58)","57 až 58 (více nebo rovno 57 a méně než 58)","01.01.1900","09.09.9999",,58,57,,
"CS","INTERVAL",7700,"410058410058000","<58; 58>","58","01.01.1900","09.09.9999",,,58,58,
"CS","INTERVAL",7700,"410058610059000","<58; 59)","58 až 59 (více nebo rovno 58 a méně než 59)","01.01.1900","09.09.9999",,59,58,,
"CS","INTERVAL",7700,"410059410059000","<59; 59>","59","01.01.1900","09.09.9999",,,59,59,
"CS","INTERVAL",7700,"410059410060000","<59; 60>","59 až 60 (více nebo rovno 59 a méně nebo rovno 60)","01.01.1900","09.09.9999",,,59,60,
"CS","INTERVAL",7700,"410059610060000","<59; 60)","59 až 60 (více nebo rovno 59 a méně než 60)","01.01.1900","09.09.9999",,60,59,,
"CS","INTERVAL",7700,"410060410060000","<60; 60>","60","01.01.1900","09.09.9999",,,60,60,
"CS","INTERVAL",7700,"410060610061000","<60; 61)","60 až 61 (více nebo rovno 60 a méně než 61)","01.01.1900","09.09.9999",,61,60,,
"CS","INTERVAL",7700,"410060610065000","<60; 65)","60 až 65 (více nebo rovno 60 a méně než 65)","01.01.1900","09.09.9999",,65,60,,
"CS","INTERVAL",7700,"410060610070000","<60; 70)","60 až 70 (více nebo rovno 60 a méně než 70)","01.01.1900","09.09.9999",,70,60,,
"CS","INTERVAL",7700,"410060610075000","<60; 75)","60 až 75 (více nebo rovno 60 a méně než 75)","01.01.1900","09.09.9999",,75,60,,
"CS","INTERVAL",7700,"410060610080000","<60; 80)","60 až 80 (více nebo rovno 60 a méně než 80)","01.01.1900","09.09.9999",,80,60,,
"CS","INTERVAL",7700,"410060620100000","<60; 100)","60 až 100 (více nebo rovno 60 a méně než 100)","01.01.1900","09.09.9999",,100,60,,
"CS","INTERVAL",7700,"410060799999000","<60; N)","Od 60 (více nebo rovno 60)","01.01.1900","09.09.9999",,99999999999999999999,60,,
"CS","INTERVAL",7700,"410061410061000","<61; 61>","61","01.01.1900","09.09.9999",,,61,61,
"CS","INTERVAL",7700,"410061420100000","<61; 100>","61 až 100 (více nebo rovno 61 a méně nebo rovno 100)","01.01.1900","09.09.9999",,,61,100,
"CS","INTERVAL",7700,"410061610062000","<61; 62)","61 až 62 (více nebo rovno 61 a méně než 62)","01.01.1900","09.09.9999",,62,61,,
"CS","INTERVAL",7700,"410061610066000","<61; 66)","61 až 66 (více nebo rovno 61 a méně než 66)","01.01.1900","09.09.9999",,66,61,,
"CS","INTERVAL",7700,"410062410062000","<62; 62>","62","01.01.1900","09.09.9999",,,62,62,
"CS","INTERVAL",7700,"410062610063000","<62; 63)","62 až 63 (více nebo rovno 62 a méně než 63)","01.01.1900","09.09.9999",,63,62,,
"CS","INTERVAL",7700,"410063410063000","<63; 63>","63","01.01.1900","09.09.9999",,,63,63,
"CS","INTERVAL",7700,"410063610064000","<63; 64)","63 až 64 (více nebo rovno 63 a méně než 64)","01.01.1900","09.09.9999",,64,63,,
"CS","INTERVAL",7700,"410064410064000","<64; 64>","64","01.01.1900","09.09.9999",,,64,64,
"CS","INTERVAL",7700,"410064610065000","<64; 65)","64 až 65 (více nebo rovno 64 a méně než 65)","01.01.1900","09.09.9999",,65,64,,
"CS","INTERVAL",7700,"410064799999000","<64; N)","Od 64 (více nebo rovno 64)","01.01.1900","09.09.9999",,99999999999999999999,64,,
"CS","INTERVAL",7700,"410065410065000","<65; 65>","65","01.01.1900","09.09.9999",,,65,65,
"CS","INTERVAL",7700,"410065610066000","<65; 66)","65 až 66 (více nebo rovno 65 a méně než 66)","01.01.1900","09.09.9999",,66,65,,
"CS","INTERVAL",7700,"410065610070000","<65; 70)","65 až 70 (více nebo rovno 65 a méně než 70)","01.01.1900","09.09.9999",,70,65,,
"CS","INTERVAL",7700,"410065610075000","<65; 75)","65 až 75 (více nebo rovno 65 a méně než 75)","01.01.1900","09.09.9999",,75,65,,
"CS","INTERVAL",7700,"410065610084000","<65; 84)","65 až 84 (více nebo rovno 65 a méně než 84)","01.01.1900","09.09.9999",,84,65,,
"CS","INTERVAL",7700,"410065610085000","<65; 85)","65 až 85 (více nebo rovno 65 a méně než 85)","01.01.1900","09.09.9999",,85,65,,
"CS","INTERVAL",7700,"410065799999000","<65; N)","Od 65 (více nebo rovno 65)","01.01.1900","09.09.9999",,99999999999999999999,65,,
"CS","INTERVAL",7700,"410066410066000","<66; 66>","66","01.01.1900","09.09.9999",,,66,66,
"CS","INTERVAL",7700,"410066610067000","<66; 67)","66 až 67 (více nebo rovno 66 a méně než 67)","01.01.1900","09.09.9999",,67,66,,
"CS","INTERVAL",7700,"410066799999000","<66; N)","Od 66 (více nebo rovno 66)","01.01.1900","09.09.9999",,99999999999999999999,66,,
"CS","INTERVAL",7700,"410067410067000","<67; 67>","67","01.01.1900","09.09.9999",,,67,67,
"CS","INTERVAL",7700,"410067610068000","<67; 68)","67 až 68 (více nebo rovno 67 a méně než 68)","01.01.1900","09.09.9999",,68,67,,
"CS","INTERVAL",7700,"410068410068000","<68; 68>","68","01.01.1900","09.09.9999",,,68,68,
"CS","INTERVAL",7700,"410068610069000","<68; 69)","68 až 69 (více nebo rovno 68 a méně než 69)","01.01.1900","09.09.9999",,69,68,,
"CS","INTERVAL",7700,"410069410069000","<69; 69>","69","01.01.1900","09.09.9999",,,69,69,
"CS","INTERVAL",7700,"410069610070000","<69; 70)","69 až 70 (více nebo rovno 69 a méně než 70)","01.01.1900","09.09.9999",,70,69,,
"CS","INTERVAL",7700,"410070410070000","<70; 70>","70","01.01.1900","09.09.9999",,,70,70,
"CS","INTERVAL",7700,"410070610071000","<70; 71)","70 až 71 (více nebo rovno 70 a méně než 71)","01.01.1900","09.09.9999",,71,70,,
"CS","INTERVAL",7700,"410070610075000","<70; 75)","70 až 75 (více nebo rovno 70 a méně než 75)","01.01.1900","09.09.9999",,75,70,,
"CS","INTERVAL",7700,"410070610080000","<70; 80)","70 až 80 (více nebo rovno 70 a méně než 80)","01.01.1900","09.09.9999",,80,70,,
"CS","INTERVAL",7700,"410070610090000","<70; 90)","70 až 90 (více nebo rovno 70 a méně než 90)","01.01.1900","09.09.9999",,90,70,,
"CS","INTERVAL",7700,"410070799999000","<70; N)","Od 70 (více nebo rovno 70)","01.01.1900","09.09.9999",,99999999999999999999,70,,
"CS","INTERVAL",7700,"410071410071000","<71; 71>","71","01.01.1900","09.09.9999",,,71,71,
"CS","INTERVAL",7700,"410071610072000","<71; 72)","71 až 72 (více nebo rovno 71 a méně než 72)","01.01.1900","09.09.9999",,72,71,,
"CS","INTERVAL",7700,"410072410072000","<72; 72>","72","01.01.1900","09.09.9999",,,72,72,
"CS","INTERVAL",7700,"410072610073000","<72; 73)","72 až 73 (více nebo rovno 72 a méně než 73)","01.01.1900","09.09.9999",,73,72,,
"CS","INTERVAL",7700,"410073410073000","<73; 73>","73","01.01.1900","09.09.9999",,,73,73,
"CS","INTERVAL",7700,"410073610074000","<73; 74)","73 až 74 (více nebo rovno 73 a méně než 74)","01.01.1900","09.09.9999",,74,73,,
"CS","INTERVAL",7700,"410074410074000","<74; 74>","74","01.01.1900","09.09.9999",,,74,74,
"CS","INTERVAL",7700,"410074610075000","<74; 75)","74 až 75 (více nebo rovno 74 a méně než 75)","01.01.1900","09.09.9999",,75,74,,
"CS","INTERVAL",7700,"410075410075000","<75; 75>","75","01.01.1900","09.09.9999",,,75,75,
"CS","INTERVAL",7700,"410075420100000","<75; 100>","75 až 100 (více nebo rovno 75 a méně nebo rovno 100)","01.01.1900","09.09.9999",,,75,100,
"CS","INTERVAL",7700,"410075610076000","<75; 76)","75 až 76 (více nebo rovno 75 a méně než 76)","01.01.1900","09.09.9999",,76,75,,
"CS","INTERVAL",7700,"410075610080000","<75; 80)","75 až 80 (více nebo rovno 75 a méně než 80)","01.01.1900","09.09.9999",,80,75,,
"CS","INTERVAL",7700,"410075610085000","<75; 85)","75 až 85 (více nebo rovno 75 a méně než 85)","01.01.1900","09.09.9999",,85,75,,
"CS","INTERVAL",7700,"410075610090000","<75; 90)","75 až 90 (více nebo rovno 75 a méně než 90)","01.01.1900","09.09.9999",,90,75,,
"CS","INTERVAL",7700,"410075620100000","<75; 100)","75 až 100 (více nebo rovno 75 a méně než 100)","01.01.1900","09.09.9999",,100,75,,
"CS","INTERVAL",7700,"410075620111000","<75; 111)","75 až 111 (více nebo rovno 75 a méně než 111)","01.01.1900","09.09.9999",,111,75,,
"CS","INTERVAL",7700,"410075799999000","<75; N)","Od 75 (více nebo rovno 75)","01.01.1900","09.09.9999",,99999999999999999999,75,,
"CS","INTERVAL",7700,"410076410076000","<76; 76>","76","01.01.1900","09.09.9999",,,76,76,
"CS","INTERVAL",7700,"410076610077000","<76; 77)","76 až 77 (více nebo rovno 76 a méně než 77)","01.01.1900","09.09.9999",,77,76,,
"CS","INTERVAL",7700,"410077410077000","<77; 77>","77","01.01.1900","09.09.9999",,,77,77,
"CS","INTERVAL",7700,"410077610078000","<77; 78)","77 až 78 (více nebo rovno 77 a méně než 78)","01.01.1900","09.09.9999",,78,77,,
"CS","INTERVAL",7700,"410078410078000","<78; 78>","78","01.01.1900","09.09.9999",,,78,78,
"CS","INTERVAL",7700,"410078610079000","<78; 79)","78 až 79 (více nebo rovno 78 a méně než 79)","01.01.1900","09.09.9999",,79,78,,
"CS","INTERVAL",7700,"410079410079000","<79; 79>","79","01.01.1900","09.09.9999",,,79,79,
"CS","INTERVAL",7700,"410079610080000","<79; 80)","79 až 80 (více nebo rovno 79 a méně než 80)","01.01.1900","09.09.9999",,80,79,,
"CS","INTERVAL",7700,"410080410080000","<80; 80>","80","01.01.1900","09.09.9999",,,80,80,
"CS","INTERVAL",7700,"410080610081000","<80; 81)","80 až 81 (více nebo rovno 80 a méně než 81)","01.01.1900","09.09.9999",,81,80,,
"CS","INTERVAL",7700,"410080610085000","<80; 85)","80 až 85 (více nebo rovno 80 a méně než 85)","01.01.1900","09.09.9999",,85,80,,
"CS","INTERVAL",7700,"410080610090000","<80; 90)","80 až 90 (více nebo rovno 80 a méně než 90)","01.01.1900","09.09.9999",,90,80,,
"CS","INTERVAL",7700,"410080620100000","<80; 100)","80 až 100 (více nebo rovno 80 a méně než 100)","01.01.1900","09.09.9999",,100,80,,
"CS","INTERVAL",7700,"410080620110000","<80; 110)","80 až 110 (více nebo rovno 80 a méně než 110)","01.01.1900","09.09.9999",,110,80,,
"CS","INTERVAL",7700,"410080799999000","<80; N)","Od 80 (více nebo rovno 80)","01.01.1900","09.09.9999",,99999999999999999999,80,,
"CS","INTERVAL",7700,"410081410081000","<81; 81>","81","01.01.1900","09.09.9999",,,81,81,
"CS","INTERVAL",7700,"410081610082000","<81; 82)","81 až 82 (více nebo rovno 81 a méně než 82)","01.01.1900","09.09.9999",,82,81,,
"CS","INTERVAL",7700,"410082410082000","<82; 82>","82","01.01.1900","09.09.9999",,,82,82,
"CS","INTERVAL",7700,"410082610083000","<82; 83)","82 až 83 (více nebo rovno 82 a méně než 83)","01.01.1900","09.09.9999",,83,82,,
"CS","INTERVAL",7700,"410083410083000","<83; 83>","83","01.01.1900","09.09.9999",,,83,83,
"CS","INTERVAL",7700,"410083610084000","<83; 84)","83 až 84 (více nebo rovno 83 a méně než 84)","01.01.1900","09.09.9999",,84,83,,
"CS","INTERVAL",7700,"410084410084000","<84; 84>","84","01.01.1900","09.09.9999",,,84,84,
"CS","INTERVAL",7700,"410084610085000","<84; 85)","84 až 85 (více nebo rovno 84 a méně než 85)","01.01.1900","09.09.9999",,85,84,,
"CS","INTERVAL",7700,"410085410085000","<85; 85>","85","01.01.1900","09.09.9999",,,85,85,
"CS","INTERVAL",7700,"410085410086000","<85; 86>","85 až 86 (více nebo rovno 85 a méně nebo rovno 86)","01.01.1900","09.09.9999",,,85,86,
"CS","INTERVAL",7700,"410085610086000","<85; 86)","85 až 86 (více nebo rovno 85 a méně než 86)","01.01.1900","09.09.9999",,86,85,,
"CS","INTERVAL",7700,"410085610090000","<85; 90)","85 až 90 (více nebo rovno 85 a méně než 90)","01.01.1900","09.09.9999",,90,85,,
"CS","INTERVAL",7700,"410085610095000","<85; 95)","85 až 95 (více nebo rovno 85 a méně než 95)","01.01.1900","09.09.9999",,95,85,,
"CS","INTERVAL",7700,"410085799999000","<85; N)","Od 85 (více nebo rovno 85)","01.01.1900","09.09.9999",,99999999999999999999,85,,
"CS","INTERVAL",7700,"410086410086000","<86; 86>","86","01.01.1900","09.09.9999",,,86,86,
"CS","INTERVAL",7700,"410086610087000","<86; 87)","86 až 87 (více nebo rovno 86 a méně než 87)","01.01.1900","09.09.9999",,87,86,,
"CS","INTERVAL",7700,"410087410087000","<87; 87>","87","01.01.1900","09.09.9999",,,87,87,
"CS","INTERVAL",7700,"410087610088000","<87; 88)","87 až 88 (více nebo rovno 87 a méně než 88)","01.01.1900","09.09.9999",,88,87,,
"CS","INTERVAL",7700,"410088410088000","<88; 88>","88","01.01.1900","09.09.9999",,,88,88,
"CS","INTERVAL",7700,"410088410089000","<88; 89>","88 až 89 (více nebo rovno 88 a méně nebo rovno 89)","01.01.1900","09.09.9999",,,88,89,
"CS","INTERVAL",7700,"410088610089000","<88; 89)","88 až 89 (více nebo rovno 88 a méně než 89)","01.01.1900","09.09.9999",,89,88,,
"CS","INTERVAL",7700,"410089410089000","<89; 89>","89","01.01.1900","09.09.9999",,,89,89,
"CS","INTERVAL",7700,"410089610090000","<89; 90)","89 až 90 (více nebo rovno 89 a méně než 90)","01.01.1900","09.09.9999",,90,89,,
"CS","INTERVAL",7700,"410090410090000","<90; 90>","90","01.01.1900","09.09.9999",,,90,90,
"CS","INTERVAL",7700,"410090610091000","<90; 91)","90 až 91 (více nebo rovno 90 a méně než 91)","01.01.1900","09.09.9999",,91,90,,
"CS","INTERVAL",7700,"410090610095000","<90; 95)","90 až 95 (více nebo rovno 90 a méně než 95)","01.01.1900","09.09.9999",,95,90,,
"CS","INTERVAL",7700,"410090620100000","<90; 100)","90 až 100 (více nebo rovno 90 a méně než 100)","01.01.1900","09.09.9999",,100,90,,
"CS","INTERVAL",7700,"410090799999000","<90; N)","Od 90 (více nebo rovno 90)","01.01.1900","09.09.9999",,99999999999999999999,90,,
"CS","INTERVAL",7700,"410091410091000","<91; 91>","91","01.01.1900","09.09.9999",,,91,91,
"CS","INTERVAL",7700,"410091610092000","<91; 92)","91 až 92 (více nebo rovno 91 a méně než 92)","01.01.1900","09.09.9999",,92,91,,
"CS","INTERVAL",7700,"410092410092000","<92; 92>","92","01.01.1900","09.09.9999",,,92,92,
"CS","INTERVAL",7700,"410092610093000","<92; 93)","92 až 93 (více nebo rovno 92 a méně než 93)","01.01.1900","09.09.9999",,93,92,,
"CS","INTERVAL",7700,"410093410093000","<93; 93>","93","01.01.1900","09.09.9999",,,93,93,
"CS","INTERVAL",7700,"410093410094000","<93; 94>","93 až 94 (více nebo rovno 93 a méně nebo rovno 94)","01.01.1900","09.09.9999",,,93,94,
"CS","INTERVAL",7700,"410093610094000","<93; 94)","93 až 94 (více nebo rovno 93 a méně než 94)","01.01.1900","09.09.9999",,94,93,,
"CS","INTERVAL",7700,"410094410094000","<94; 94>","94","01.01.1900","09.09.9999",,,94,94,
"CS","INTERVAL",7700,"410094610095000","<94; 95)","94 až 95 (více nebo rovno 94 a méně než 95)","01.01.1900","09.09.9999",,95,94,,
"CS","INTERVAL",7700,"410095410095000","<95; 95>","95","01.01.1900","09.09.9999",,,95,95,
"CS","INTERVAL",7700,"410095610096000","<95; 96)","95 až 96 (více nebo rovno 95 a méně než 96)","01.01.1900","09.09.9999",,96,95,,
"CS","INTERVAL",7700,"410095620100000","<95; 100)","95 až 100 (více nebo rovno 95 a méně než 100)","01.01.1900","09.09.9999",,100,95,,
"CS","INTERVAL",7700,"410095799999000","<95; N)","Od 95 (více nebo rovno 95)","01.01.1900","09.09.9999",,99999999999999999999,95,,
"CS","INTERVAL",7700,"410096410096000","<96; 96>","96","01.01.1900","09.09.9999",,,96,96,
"CS","INTERVAL",7700,"410096410097000","<96; 97>","96 až 97 (více nebo rovno 96 a méně nebo rovno 97)","01.01.1900","09.09.9999",,,96,97,
"CS","INTERVAL",7700,"410096610097000","<96; 97)","96 až 97 (více nebo rovno 96 a méně než 97)","01.01.1900","09.09.9999",,97,96,,
"CS","INTERVAL",7700,"410097410097000","<97; 97>","97","01.01.1900","09.09.9999",,,97,97,
"CS","INTERVAL",7700,"410097610098000","<97; 98)","97 až 98 (více nebo rovno 97 a méně než 98)","01.01.1900","09.09.9999",,98,97,,
"CS","INTERVAL",7700,"410098410098000","<98; 98>","98","01.01.1900","09.09.9999",,,98,98,
"CS","INTERVAL",7700,"410098610099000","<98; 99)","98 až 99 (více nebo rovno 98 a méně než 99)","01.01.1900","09.09.9999",,99,98,,
"CS","INTERVAL",7700,"410099410099000","<99; 99>","99","01.01.1900","09.09.9999",,,99,99,
"CS","INTERVAL",7700,"410099420100000","<99; 100>","99 až 100 (více nebo rovno 99 a méně nebo rovno 100)","01.01.1900","09.09.9999",,,99,100,
"CS","INTERVAL",7700,"410099620100000","<99; 100)","99 až 100 (více nebo rovno 99 a méně než 100)","01.01.1900","09.09.9999",,100,99,,
"CS","INTERVAL",7700,"410099799999000","<99; N)","Od 99 (více nebo rovno 99)","01.01.1900","09.09.9999",,99999999999999999999,99,,
"CS","INTERVAL",7700,"420100420100000","<100; 100>","100","01.01.1900","09.09.9999",,,100,100,
"CS","INTERVAL",7700,"420100420250000","<100; 250>","100 až 250 (více nebo rovno 100 a méně nebo rovno 250)","01.01.1900","09.09.9999",,,100,250,
"CS","INTERVAL",7700,"420100620101000","<100; 101)","100 až 101 (více nebo rovno 100 a méně než 101)","01.01.1900","09.09.9999",,101,100,,
"CS","INTERVAL",7700,"420100620120000","<100; 120)","100 až 120 (více nebo rovno 100 a méně než 120)","01.01.1900","09.09.9999",,120,100,,
"CS","INTERVAL",7700,"420100620150000","<100; 150)","100 až 150 (více nebo rovno 100 a méně než 150)","01.01.1900","09.09.9999",,150,100,,
"CS","INTERVAL",7700,"420100620200000","<100; 200)","100 až 200 (více nebo rovno 100 a méně než 200)","01.01.1900","09.09.9999",,200,100,,"A"
"CS","INTERVAL",7700,"420100620250000","<100; 250)","100 až 250 (více nebo rovno 100 a méně než 250)","01.01.1900","09.09.9999",,250,100,,
"CS","INTERVAL",7700,"420100620300000","<100; 300)","100 až 300 (více nebo rovno 100 a méně než 300)","01.01.1900","09.09.9999",,300,100,,
"CS","INTERVAL",7700,"420100620500000","<100; 500)","100 až 500 (více nebo rovno 100 a méně než 500)","01.01.1900","09.09.9999",,500,100,,"A"
"CS","INTERVAL",7700,"420100799999000","<100; N)","Od 100 (více nebo rovno 100)","01.01.1900","09.09.9999",,99999999999999999999,100,,
"CS","INTERVAL",7700,"420101420101000","<101; 101>","101","01.01.1900","09.09.9999",,,101,101,
