count,kraj,vek
1,CZ032,102
4,CZ064,102
2,CZ063,102
1,CZ072,102
2,CZ080,102
1,CZ031,102
2,CZ010,102
2,CZ052,102
1,CZ042,102
1,CZ072,103
1,CZ053,103
2,CZ080,103
1,CZ064,103
3,CZ031,103
1,CZ051,103
1,CZ052,103
5,CZ063,103
5,CZ010,103
3,CZ020,103
3,CZ010,104
2,CZ080,104
6,CZ063,104
4,CZ042,104
1,CZ064,104
2,CZ020,104
1,CZ071,105
2,CZ063,105
1,CZ020,105
2,CZ010,105
1,CZ072,105
1,CZ053,106
4,CZ063,106
2,CZ010,106
1,CZ042,106
1,CZ020,106
4,CZ010,107
1,CZ080,107
5,CZ063,107
2,CZ031,107
2,CZ010,108
1,CZ051,108
1,CZ032,108
2,CZ080,108
6,CZ063,108
1,CZ020,108
1,CZ010,109
2,CZ020,109
1,CZ063,109
1,CZ032,109
2,CZ064,110
1,CZ042,110
1,CZ051,110
5,CZ063,110
1,CZ071,110
1,CZ052,111
1,CZ010,111
1,CZ063,111
1,CZ032,111
2,CZ020,111
3,CZ010,112
1,CZ080,112
2,CZ032,112
1,CZ042,112
12,CZ063,112
1,CZ053,113
1,CZ031,113
1,CZ080,113
1,CZ051,113
1,CZ020,113
9,CZ063,113
1,CZ020,114
1,CZ052,114
5,CZ063,114
1,CZ010,114
2,CZ010,115
1,CZ080,115
1,CZ042,115
8,CZ063,115
11,CZ063,116
1,CZ071,116
2,CZ051,116
3,CZ020,116
1,CZ064,116
2,CZ010,117
1,CZ031,117
1,CZ020,117
1,CZ041,117
1,CZ042,117
10,CZ063,117
1,CZ071,117
2,CZ064,118
10,CZ063,118
1,CZ042,118
1,CZ010,118
1,CZ052,118
1,CZ080,118
1,CZ031,118
1,CZ072,118
1,CZ041,119
4,CZ010,119
2,CZ064,119
1,CZ020,119
3,CZ080,119
9,CZ063,119
2,CZ064,120
2,CZ010,120
